# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug 30 13:25:08 2024
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
#
loc_rowid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2
2158,K02595.02,CONFIRMED,14.613478100,1.5560000e-04,-1.5560000e-04,1.12,2.100e-01,-1.700e-01,1.3140,0.2440,-0.2000
2159,K02596.01,FALSE POSITIVE,119.682075000,2.8210000e-03,-2.8210000e-03,30.39,8.570e+00,-2.870e+00,0.9110,0.2570,-0.0860
2160,K02672.02,CONFIRMED,42.992328400,1.7410000e-04,-1.7410000e-04,3.32,4.200e-01,-2.700e-01,0.9450,0.1220,-0.0750
2161,K00257.01,CONFIRMED,6.883412780,1.3360000e-05,-1.3360000e-05,2.63,7.000e-02,-9.000e-02,1.1930,0.0290,-0.0430
2162,K02673.01,FALSE POSITIVE,4.593595496,7.2220000e-06,-7.2220000e-06,44.14,1.288e+01,-4.290e+00,0.8840,0.2580,-0.0860
2163,K02674.01,CONFIRMED,197.511148400,3.6370000e-04,-3.6370000e-04,9.52,1.560e+00,-2.150e+00,1.6740,0.2750,-0.3780
2164,K02674.02,CONFIRMED,11.172672300,1.1140000e-04,-1.1140000e-04,1.50,2.400e-01,-3.400e-01,1.6740,0.2750,-0.3780
2165,K02674.03,CONFIRMED,2.535732840,1.1090000e-05,-1.1090000e-05,1.36,2.300e-01,-3.000e-01,1.6740,0.2750,-0.3780
2166,K02443.01,CONFIRMED,6.791646560,4.3130000e-05,-4.3130000e-05,1.01,1.500e-01,-1.400e-01,1.0030,0.1470,-0.1470
2167,K02443.02,CONFIRMED,11.837693300,1.0510000e-04,-1.0510000e-04,1.00,1.500e-01,-1.500e-01,1.0030,0.1470,-0.1470
2168,K02444.01,CONFIRMED,18.552516200,1.3720000e-04,-1.3720000e-04,2.53,6.500e-01,-2.100e-01,0.8290,0.2130,-0.0710
2169,K02445.01,CANDIDATE,47.365932800,8.3960000e-04,-8.3960000e-04,11.97,3.300e+00,-1.420e+00,0.9020,0.2490,-0.1070
2170,K00245.03,CONFIRMED,13.366930900,3.5990000e-04,-3.5990000e-04,0.27,1.000e-02,-1.000e-02,0.7720,0.0260,-0.0260
2171,K02447.01,FALSE POSITIVE,1.045492348,6.5760000e-06,-6.5760000e-06,0.83,1.800e-01,-2.200e-01,1.4570,0.3140,-0.3840
2172,K02521.02,CONFIRMED,4.866340940,2.5000000e-05,-2.5000000e-05,1.94,7.000e-02,-1.400e-01,0.8310,0.0320,-0.0600
2173,K02522.01,CONFIRMED,5.604023070,1.1640000e-05,-1.1640000e-05,1.25,7.000e-02,-6.000e-02,0.7370,0.0370,-0.0370
2174,K02523.01,CONFIRMED,13.031358300,1.0420000e-04,-1.0420000e-04,2.88,4.300e-01,-4.000e-01,1.0710,0.1630,-0.1480
2175,K02524.01,CONFIRMED,40.990500200,4.4010000e-04,-4.4010000e-04,2.41,4.200e-01,-4.600e-01,1.4100,0.2460,-0.2700
2176,K02525.01,CONFIRMED,57.293230900,5.3150000e-04,-5.3150000e-04,1.95,1.400e-01,-1.800e-01,0.7290,0.0510,-0.0700
2177,K02597.01,CONFIRMED,8.005047490,5.0830000e-05,-5.0830000e-05,1.52,5.100e-01,-1.700e-01,1.1010,0.3700,-0.1230
2178,K02597.02,CONFIRMED,12.130704140,9.6220000e-05,-9.6220000e-05,1.61,5.400e-01,-1.800e-01,1.1010,0.3700,-0.1230
2179,K02597.03,CONFIRMED,5.613576530,3.8420000e-05,-3.8420000e-05,1.41,4.800e-01,-1.600e-01,1.1010,0.3700,-0.1230
2180,K02598.01,CANDIDATE,29.225437200,2.3030000e-04,-2.3030000e-04,1.35,4.400e-01,-1.500e-01,1.0080,0.3330,-0.1110
2181,K02600.01,FALSE POSITIVE,1.332550870,1.6710000e-05,-1.6710000e-05,1.19,3.400e-01,-2.000e-01,1.0540,0.3050,-0.1780
2182,K02375.01,FALSE POSITIVE,40.879224300,3.9470000e-04,-3.9470000e-04,1.62,2.500e-01,-1.400e-01,0.7200,0.1140,-0.0610
2183,K02376.01,CONFIRMED,18.826287700,1.1140000e-04,-1.1140000e-04,2.34,3.300e-01,-3.000e-01,0.8450,0.1200,-0.1090
2184,K02377.01,CANDIDATE,13.903405700,1.0070000e-04,-1.0070000e-04,1.55,3.100e-01,-1.600e-01,0.8190,0.1630,-0.0880
2185,K00241.03,CONFIRMED,3.410459810,1.3610000e-05,-1.3610000e-05,1.06,7.000e-02,-4.000e-02,0.6510,0.0440,-0.0240
2186,K02378.01,CONFIRMED,4.767027590,2.4600000e-05,-2.4600000e-05,1.19,3.100e-01,-1.700e-01,0.9370,0.2470,-0.1330
2187,K02448.01,CONFIRMED,13.628010480,6.2290000e-05,-6.2290000e-05,3.28,4.200e-01,-4.200e-01,0.8550,0.1090,-0.1090
2188,K02449.01,CANDIDATE,53.358044400,5.7130000e-04,-5.7130000e-04,3.41,4.500e-01,-4.100e-01,1.0360,0.1380,-0.1240
2189,K02450.01,CONFIRMED,16.832031750,8.5320000e-05,-8.5320000e-05,1.86,2.500e-01,-1.800e-01,1.0080,0.1370,-0.0990
2190,K02451.01,FALSE POSITIVE,13.374995530,4.8190000e-05,-4.8190000e-05,2.01,2.000e-01,-2.400e-01,0.9610,0.0960,-0.1170
2191,K02452.01,FALSE POSITIVE,4.353701360,2.8700000e-05,-2.8700000e-05,1.33,3.500e-01,-2.400e-01,0.9850,0.2660,-0.1770
2192,K02526.01,FALSE POSITIVE,134.966940000,1.4840000e-02,-1.4840000e-02,0.87,4.300e-01,-9.000e-02,1.0530,0.5110,-0.1070
2193,K02527.01,CONFIRMED,1.385787741,4.3970000e-06,-4.3970000e-06,0.55,3.000e-02,-3.000e-02,0.6000,0.0280,-0.0310
2194,K02528.01,CONFIRMED,12.022953620,2.7880000e-05,-2.7880000e-05,3.28,9.500e-01,-3.200e-01,0.8790,0.2570,-0.0860
2195,K02529.01,CONFIRMED,16.797162620,9.5490000e-05,-9.5490000e-05,2.75,1.300e-01,-1.200e-01,0.6970,0.0340,-0.0300
2196,K00248.04,CONFIRMED,18.596115180,4.8710000e-05,-4.8710000e-05,1.53,8.000e-02,-1.200e-01,0.5390,0.0300,-0.0410
2197,K00251.02,CONFIRMED,5.774403260,3.0590000e-05,-3.0590000e-05,0.80,6.000e-02,-6.000e-02,0.5080,0.0370,-0.0420
2198,K02601.01,FALSE POSITIVE,2.622134451,9.9190000e-06,-9.9190000e-06,1.64,2.700e-01,-3.100e-01,1.3690,0.2330,-0.2560
2199,K02602.01,CONFIRMED,11.476852630,6.6840000e-05,-6.6840000e-05,1.58,2.100e-01,-1.800e-01,1.0320,0.1380,-0.1130
2200,K02603.01,CANDIDATE,73.711039000,1.0270000e-03,-1.0270000e-03,1.77,3.500e-01,-2.800e-01,1.5020,0.2930,-0.2400
2201,K02604.01,CANDIDATE,14.433483260,8.2150000e-05,-8.2150000e-05,16.25,1.760e+00,-1.180e+00,0.7020,0.0760,-0.0510
2202,K02379.01,FALSE POSITIVE,40.008889400,2.4240000e-04,-2.4240000e-04,20.75,6.050e+00,-3.020e+00,1.0230,0.2980,-0.1490
2203,K02380.01,CANDIDATE,6.357053140,1.7520000e-05,-1.7520000e-05,1.59,4.900e-01,-1.700e-01,0.9600,0.3000,-0.1000
2204,K02381.01,FALSE POSITIVE,6.587388390,7.8270000e-05,-7.8270000e-05,1.35,3.400e-01,-1.100e-01,0.8220,0.2070,-0.0690
2205,K02382.01,FALSE POSITIVE,0.759706632,1.7310000e-06,-1.7310000e-06,1.38,3.700e-01,-3.000e-01,2.0940,0.5640,-0.4620
2206,K02383.01,CONFIRMED,4.370332330,2.0220000e-05,-2.0220000e-05,1.56,2.400e-01,-2.400e-01,1.1820,0.1820,-0.1820
2207,K02453.01,CANDIDATE,1.530515205,1.6770000e-06,-1.6770000e-06,0.84,1.700e-01,-1.500e-01,0.2590,0.0540,-0.0440
2208,K02454.01,FALSE POSITIVE,1.080702940,1.0820000e-05,-1.0820000e-05,1.04,2.300e-01,-1.100e-01,0.8130,0.1760,-0.0880
2209,K02455.01,FALSE POSITIVE,4.742545180,1.7090000e-05,-1.7090000e-05,1.77,5.000e-01,-2.000e-01,1.0070,0.2860,-0.1140
2210,K02456.01,FALSE POSITIVE,18.135599790,7.7600000e-05,-7.7600000e-05,24.49,7.830e+00,-2.620e+00,1.0380,0.3320,-0.1110
2211,K00245.04,CONFIRMED,51.206903030,,,,,,,,
2212,K02457.01,CONFIRMED,3.704290150,2.5610000e-05,-2.5610000e-05,1.45,3.100e-01,-4.500e-01,1.9270,0.4020,-0.6030
2213,K02530.01,CONFIRMED,37.333116500,3.5140000e-04,-3.5140000e-04,2.50,3.800e-01,-5.700e-01,1.5880,0.2430,-0.3640
2214,K02531.01,CANDIDATE,17.699739200,1.0800000e-04,-1.0800000e-04,1.96,1.700e-01,-1.600e-01,0.7420,0.0610,-0.0610
2215,K02532.01,CONFIRMED,7.970971900,2.1830000e-05,-2.1830000e-05,2.27,3.400e-01,-1.600e-01,0.8260,0.1240,-0.0570
2216,K02533.01,CONFIRMED,6.033555390,6.4950000e-05,-6.4950000e-05,3.34,7.100e-01,-5.700e-01,3.5880,0.7530,-0.6160
2217,K02534.01,CONFIRMED,3.025584940,1.2020000e-05,-1.2020000e-05,1.62,2.900e-01,-2.500e-01,1.2630,0.2320,-0.1900
2218,K02605.01,FALSE POSITIVE,0.933746783,3.2750000e-06,-3.2750000e-06,1.30,1.000e-01,-1.100e-01,0.6630,0.0520,-0.0570
2219,K02606.01,FALSE POSITIVE,6.097403160,6.1320000e-05,-6.1320000e-05,45.49,3.021e+01,-5.400e+00,1.8280,1.2140,-0.2170
2220,K02607.01,CANDIDATE,0.754457729,7.8100000e-07,-7.8100000e-07,2.07,3.200e-01,-4.000e-01,1.1930,0.1850,-0.2260
2221,K02608.01,CONFIRMED,2.761223700,2.0520000e-05,-2.0520000e-05,1.84,4.600e-01,-8.400e-01,2.2320,0.5500,-1.0220
2222,K02609.01,FALSE POSITIVE,5.597276250,2.1900000e-05,-2.1900000e-05,1.26,3.600e-01,-1.200e-01,0.8760,0.2490,-0.0830
2223,K02384.01,CANDIDATE,62.682576900,2.8390000e-04,-2.8390000e-04,39.80,5.100e+00,-1.429e+01,3.1010,0.3980,-1.1130
2224,K02385.01,FALSE POSITIVE,50.571580500,2.8080000e-04,-2.8080000e-04,2.74,4.300e-01,-2.300e-01,0.7830,0.1220,-0.0660
2225,K02386.01,CANDIDATE,16.270720700,2.2290000e-04,-2.2290000e-04,28.42,4.680e+00,-3.110e+00,1.2440,0.2050,-0.1360
2226,K02387.01,CONFIRMED,2.032319072,5.3270000e-06,-5.3270000e-06,1.87,6.100e-01,-2.000e-01,1.0500,0.3410,-0.1140
2227,K00028.01,FALSE POSITIVE,4.100870416,3.6100000e-07,-3.6100000e-07,82.46,2.179e+01,-2.419e+01,1.5100,0.3990,-0.4430
2228,K02458.01,CONFIRMED,4.354073710,2.0440000e-05,-2.0440000e-05,1.63,3.900e-01,-2.500e-01,0.9090,0.2130,-0.1420
2229,K02460.01,CONFIRMED,11.322697490,9.5400000e-05,-9.5400000e-05,1.51,1.200e-01,-1.300e-01,0.6420,0.0510,-0.0560
2230,K02461.01,CONFIRMED,13.712185220,6.0130000e-05,-6.0130000e-05,2.47,6.000e-01,-2.400e-01,0.8310,0.2010,-0.0800
2231,K02462.01,CONFIRMED,12.146846250,8.2000000e-05,-8.2000000e-05,1.75,2.500e-01,-4.500e-01,1.9630,0.2730,-0.5070
2232,K02463.01,CONFIRMED,7.467189580,5.6550000e-05,-5.6550000e-05,1.04,1.700e-01,-6.000e-02,1.1690,0.1970,-0.0700
2233,K02534.02,CANDIDATE,5.422042570,6.8470000e-05,-6.8470000e-05,1.39,2.600e-01,-2.100e-01,1.2630,0.2320,-0.1900
2234,K02535.01,CONFIRMED,48.888266800,6.6490000e-04,-6.6490000e-04,2.96,1.000e-01,-1.700e-01,0.7880,0.0270,-0.0460
2235,K02536.01,CONFIRMED,51.131934600,4.3680000e-04,-4.3680000e-04,2.43,7.400e-01,-4.000e-01,1.1070,0.3380,-0.1820
2236,K02537.01,FALSE POSITIVE,133.516435000,3.4840000e-03,-3.4840000e-03,2.01,7.100e-01,-1.600e-01,0.8480,0.2990,-0.0670
2237,K02538.01,CONFIRMED,39.831253600,2.0660000e-04,-2.0660000e-04,1.46,1.000e-01,-6.000e-02,0.7590,0.0500,-0.0340
2238,K00249.01,CONFIRMED,9.549277089,5.2870000e-06,-5.2870000e-06,1.57,2.100e-01,-2.400e-01,0.3690,0.0500,-0.0560
2239,K02610.01,CANDIDATE,24.107317200,2.6620000e-04,-2.6620000e-04,2.74,6.500e-01,-1.310e+00,2.5170,0.6020,-1.2040
2240,K00252.01,CONFIRMED,17.604614010,2.4990000e-05,-2.4990000e-05,2.64,1.500e-01,-2.300e-01,0.5160,0.0300,-0.0460
2241,K02611.01,FALSE POSITIVE,1.228721184,2.2790000e-06,-2.2790000e-06,1.62,1.200e-01,-1.500e-01,0.7640,0.0560,-0.0700
2242,K02613.01,CANDIDATE,51.573865300,4.1750000e-04,-4.1750000e-04,2.41,4.800e-01,-1.600e-01,0.8130,0.1610,-0.0570
2243,K02615.01,CONFIRMED,4.695055760,3.9370000e-05,-3.9370000e-05,1.49,4.400e-01,-1.500e-01,0.9590,0.2850,-0.0950
2244,K02616.01,FALSE POSITIVE,0.569115976,7.4500000e-07,-7.4500000e-07,1.80,1.600e-01,-1.600e-01,0.6560,0.0590,-0.0590
2245,K00242.01,FALSE POSITIVE,7.258450123,3.8970000e-06,-3.8970000e-06,5.53,1.590e+00,-5.300e-01,0.9200,0.2640,-0.0880
2246,K02388.01,FALSE POSITIVE,6.095984100,9.7350000e-05,-9.7350000e-05,0.99,2.300e-01,-1.500e-01,0.8850,0.2070,-0.1380
2247,K02389.01,CONFIRMED,22.922118100,2.5800000e-04,-2.5800000e-04,1.33,2.100e-01,-1.600e-01,1.0810,0.1650,-0.1350
2248,K02390.01,CONFIRMED,16.104745030,9.8600000e-05,-9.8600000e-05,3.21,5.800e-01,-1.160e+00,2.8860,0.5220,-1.0440
2249,K02392.01,CONFIRMED,7.426973780,5.3160000e-05,-5.3160000e-05,1.40,1.900e-01,-1.100e-01,0.9820,0.1290,-0.0800
2250,K02464.01,FALSE POSITIVE,0.874629873,3.7630000e-06,-3.7630000e-06,0.72,8.000e-02,-8.000e-02,0.8320,0.0840,-0.0940
2251,K02465.01,FALSE POSITIVE,5.460918460,2.4890000e-05,-2.4890000e-05,1.25,3.400e-01,-1.500e-01,0.9300,0.2530,-0.1080
2252,K02466.01,CONFIRMED,3.173230120,1.0950000e-05,-1.0950000e-05,0.88,7.000e-02,-8.000e-02,0.6330,0.0500,-0.0550
2253,K02466.02,CONFIRMED,13.297069500,1.0730000e-04,-1.0730000e-04,0.91,7.000e-02,-8.000e-02,0.6330,0.0500,-0.0550
2254,K00246.01,CONFIRMED,5.398752862,1.9470000e-06,-1.9470000e-06,2.21,1.200e-01,-1.100e-01,1.1980,0.0670,-0.0610
2255,K02539.01,FALSE POSITIVE,5.266481260,3.1970000e-05,-3.1970000e-05,1.07,3.500e-01,-1.200e-01,1.0650,0.3400,-0.1210
2256,K02540.01,FALSE POSITIVE,2.675968080,1.7450000e-05,-1.7450000e-05,1.57,8.000e-02,-1.600e-01,0.7950,0.0430,-0.0790
2257,K02541.01,CONFIRMED,7.416830330,7.9000000e-05,-7.9000000e-05,3.36,6.200e-01,-5.600e-01,3.3240,0.6130,-0.5510
2258,K02542.01,CONFIRMED,0.727331746,1.2910000e-06,-1.2910000e-06,0.67,1.100e-01,-1.000e-01,0.3560,0.0570,-0.0570
2259,K02543.01,CONFIRMED,1.302017467,3.2980000e-06,-3.2980000e-06,1.37,5.000e-02,-9.000e-02,0.8160,0.0310,-0.0540
2260,K02617.01,CONFIRMED,8.630500920,6.5800000e-05,-6.5800000e-05,1.43,2.400e-01,-1.300e-01,0.7640,0.1320,-0.0660
2261,K02618.01,FALSE POSITIVE,12.491173880,7.7710000e-05,-7.7710000e-05,1.36,3.600e-01,-1.600e-01,0.9110,0.2370,-0.1100
2262,K02619.01,CONFIRMED,3.276457230,1.6330000e-05,-1.6330000e-05,1.71,5.200e-01,-1.700e-01,0.9630,0.2890,-0.0960
2263,K02620.01,CONFIRMED,16.057329100,1.0740000e-04,-1.0740000e-04,2.27,5.100e-01,-1.700e-01,0.8060,0.1820,-0.0610
2264,K02621.01,FALSE POSITIVE,8.443265570,6.3340000e-05,-6.3340000e-05,1.97,6.700e-01,-2.200e-01,1.0230,0.3450,-0.1150
2265,K02393.01,CONFIRMED,4.603002560,1.7530000e-05,-1.7530000e-05,1.32,5.000e-02,-8.000e-02,0.7880,0.0280,-0.0510
2266,K02395.01,FALSE POSITIVE,16.932928400,4.4110000e-05,-4.4110000e-05,2.46,7.800e-01,-2.800e-01,1.0950,0.3460,-0.1230
2267,K02397.01,CONFIRMED,12.000896670,6.8620000e-05,-6.8620000e-05,1.47,1.600e-01,-1.300e-01,0.6900,0.0740,-0.0590
2268,K02398.01,FALSE POSITIVE,1.169010526,1.2940000e-06,-1.2940000e-06,91.91,1.600e+01,-2.973e+01,5.8470,1.0180,-1.8910
2269,K02399.01,CONFIRMED,1.916940872,6.0330000e-06,-6.0330000e-06,0.89,5.000e-02,-7.000e-02,0.8720,0.0420,-0.0720
2270,K02467.01,CONFIRMED,5.056613020,3.0690000e-05,-3.0690000e-05,1.15,3.500e-01,-1.100e-01,0.9390,0.2820,-0.0940
2271,K02468.01,CONFIRMED,24.334493900,2.8290000e-04,-2.8290000e-04,1.74,5.100e-01,-1.800e-01,0.9670,0.2840,-0.1010
2272,K02469.01,CONFIRMED,131.187921000,1.5630000e-03,-1.5630000e-03,2.34,9.000e-02,-1.700e-01,0.8030,0.0280,-0.0600
2273,K02470.01,FALSE POSITIVE,2.174898060,1.4870000e-05,-1.4870000e-05,1.08,1.700e-01,-1.500e-01,1.1500,0.1740,-0.1590
2274,K02471.01,CONFIRMED,25.885939700,2.4060000e-04,-2.4060000e-04,1.66,9.000e-02,-1.600e-01,0.8990,0.0510,-0.0830
2275,K02544.01,CONFIRMED,28.625350200,2.5540000e-04,-2.5540000e-04,2.38,7.100e-01,-2.200e-01,0.9410,0.2810,-0.0880
2276,K02545.01,CONFIRMED,6.981413270,7.6030000e-05,-7.6030000e-05,1.42,9.000e-02,-1.300e-01,2.1630,0.1330,-0.1930
2277,K02546.01,FALSE POSITIVE,1.319677953,6.0170000e-06,-6.0170000e-06,1.13,3.600e-01,-1.400e-01,1.0760,0.3350,-0.1340
2278,K02547.01,CONFIRMED,8.943377240,4.4160000e-05,-4.4160000e-05,1.48,4.000e-01,-2.600e-01,1.0050,0.2700,-0.1800
2279,K02548.01,CANDIDATE,0.827151296,3.9570000e-06,-3.9570000e-06,19.10,5.150e+00,-9.100e-01,11.8950,3.2110,-0.5670
2280,K00250.01,CONFIRMED,12.282998287,8.0010000e-06,-8.0010000e-06,2.83,1.600e-01,-2.200e-01,0.5370,0.0300,-0.0410
2281,K02622.01,FALSE POSITIVE,0.328686504,4.6200000e-07,-4.6200000e-07,1.11,2.400e-01,-1.000e-01,0.8470,0.1810,-0.0770
2282,K00253.01,CONFIRMED,6.383159135,6.3980000e-06,-6.3980000e-06,2.73,1.000e-01,-1.700e-01,0.5760,0.0220,-0.0360
2283,K02623.01,CONFIRMED,5.576547820,5.4400000e-05,-5.4400000e-05,0.92,2.000e-01,-6.000e-02,1.2380,0.2560,-0.0910
2284,K02624.01,CONFIRMED,115.686339200,8.9680000e-04,-8.9680000e-04,3.52,5.800e-01,-4.400e-01,1.1490,0.1900,-0.1420
2285,K02625.01,CONFIRMED,3.813714230,2.5440000e-05,-2.5440000e-05,1.37,3.200e-01,-1.200e-01,0.8200,0.1880,-0.0750
2286,K02626.01,CONFIRMED,38.097071700,3.0790000e-04,-3.0790000e-04,1.58,2.000e-01,-2.100e-01,0.3980,0.0490,-0.0540
2287,K02400.01,CANDIDATE,11.619170700,4.5940000e-05,-4.5940000e-05,2.21,6.300e-01,-1.900e-01,0.8340,0.2380,-0.0740
2288,K00243.01,FALSE POSITIVE,2.637574744,1.8570000e-06,-1.8570000e-06,9.16,3.030e+00,-1.010e+00,1.0300,0.3410,-0.1140
2289,K02401.01,CANDIDATE,38.229203700,2.8130000e-04,-2.8130000e-04,1.51,1.300e-01,-1.200e-01,0.5980,0.0500,-0.0500
2290,K02402.01,CONFIRMED,16.301272700,1.0470000e-04,-1.0470000e-04,1.54,9.000e-02,-1.200e-01,0.7960,0.0490,-0.0600
2291,K02403.01,CONFIRMED,13.323540780,9.7540000e-05,-9.7540000e-05,1.32,2.200e-01,-1.400e-01,1.2180,0.2030,-0.1250
2292,K02472.01,CONFIRMED,2.607545159,6.5850000e-06,-6.5850000e-06,2.07,6.200e-01,-2.300e-01,1.0960,0.3330,-0.1190
2293,K02473.01,CONFIRMED,3.244175410,1.5620000e-05,-1.5620000e-05,1.84,8.000e-02,-1.600e-01,0.8700,0.0370,-0.0750
2294,K02474.01,CANDIDATE,176.845697000,2.7530000e-03,-2.7530000e-03,42.05,1.873e+01,-3.900e+00,0.7970,0.3550,-0.0740
2295,K02475.01,FALSE POSITIVE,6.855672480,3.0070000e-05,-3.0070000e-05,1.27,3.900e-01,-1.000e-01,0.8830,0.2750,-0.0690
2296,K02476.01,FALSE POSITIVE,2.286072820,2.3790000e-05,-2.3790000e-05,1.01,1.100e-01,-6.000e-02,0.6540,0.0680,-0.0400
2297,K00246.02,CONFIRMED,9.605059760,3.4590000e-05,-3.4590000e-05,0.91,5.000e-02,-4.000e-02,1.1980,0.0670,-0.0610
2298,K02549.01,FALSE POSITIVE,3.547899280,2.8840000e-05,-2.8840000e-05,0.99,1.600e-01,-7.000e-02,0.7250,0.1220,-0.0520
2299,K02550.01,CANDIDATE,18.024348200,1.1490000e-04,-1.1490000e-04,1.98,6.100e-01,-2.000e-01,0.9100,0.2800,-0.0930
2300,K02551.01,CANDIDATE,16.479322900,1.7330000e-04,-1.7330000e-04,1.53,1.700e-01,-1.000e-01,0.7160,0.0770,-0.0490
2301,K02552.01,CONFIRMED,3.656909090,1.9190000e-05,-1.9190000e-05,1.32,2.300e-01,-1.700e-01,1.2710,0.2160,-0.1620
2302,K02553.01,CONFIRMED,88.071276900,8.4970000e-04,-8.4970000e-04,2.40,9.000e-02,-1.600e-01,0.8190,0.0320,-0.0550
2303,K02627.01,CONFIRMED,8.383957960,8.4520000e-05,-8.4520000e-05,3.24,5.600e-01,-1.030e+00,2.6050,0.4470,-0.8310
2304,K02628.01,CONFIRMED,1.681890510,1.0760000e-05,-1.0760000e-05,1.27,2.000e-01,-2.300e-01,1.3740,0.2210,-0.2460
2305,K02629.01,FALSE POSITIVE,8.590003550,8.8640000e-05,-8.8640000e-05,1.82,5.200e-01,-1.800e-01,0.8760,0.2540,-0.0850
2306,K02631.01,CONFIRMED,44.997760400,5.1730000e-04,-5.1730000e-04,1.59,2.300e-01,-8.000e-02,0.9830,0.1430,-0.0450
2307,K02632.01,CONFIRMED,7.128151630,6.1950000e-05,-6.1950000e-05,1.36,2.500e-01,-3.400e-01,1.9940,0.3710,-0.4950
2308,K02404.01,CANDIDATE,2.100816290,1.4820000e-05,-1.4820000e-05,1.65,4.900e-01,-2.000e-01,0.9180,0.2750,-0.1100
2309,K02405.01,FALSE POSITIVE,0.872952088,1.0190000e-06,-1.0190000e-06,25.50,5.640e+00,-6.890e+00,2.0820,0.4600,-0.5630
2310,K02406.01,CONFIRMED,7.010742950,2.5170000e-05,-2.5170000e-05,3.76,6.100e-01,-1.140e+00,2.4760,0.4020,-0.7470
2311,K02407.01,CONFIRMED,17.292263100,1.2820000e-04,-1.2820000e-04,2.13,3.500e-01,-3.400e-01,1.2990,0.2090,-0.2090
2312,K02408.01,CONFIRMED,94.289223000,6.4660000e-04,-6.4660000e-04,2.11,2.900e-01,-8.000e-02,0.9040,0.1210,-0.0380
2313,K02477.01,CONFIRMED,14.026346920,3.9970000e-05,-3.9970000e-05,2.66,7.900e-01,-4.200e-01,1.1310,0.3350,-0.1800
2314,K02478.01,FALSE POSITIVE,12.425866431,,,2.12,5.600e-01,-3.400e-01,0.9400,0.2530,-0.1480
2315,K02479.01,CONFIRMED,25.543370400,2.2610000e-04,-2.2610000e-04,2.11,4.100e-01,-4.100e-01,1.7820,0.3440,-0.3440
2316,K02481.01,FALSE POSITIVE,33.854258600,7.9130000e-04,-7.9130000e-04,15.96,1.060e+00,-1.060e+00,10.4720,0.6960,-0.6960
2317,K02482.01,CONFIRMED,45.090920100,4.7490000e-04,-4.7490000e-04,2.44,7.000e-01,-2.400e-01,0.9000,0.2580,-0.0860
2318,K02483.01,CONFIRMED,15.053988600,1.2340000e-04,-1.2340000e-04,1.44,2.500e-01,-2.100e-01,0.8180,0.1430,-0.1170
2319,K02840.01,CANDIDATE,3.679368630,2.0070000e-05,-2.0070000e-05,0.92,2.000e-01,-1.100e-01,0.8480,0.1850,-0.1080
2320,K02840.02,CANDIDATE,7.446463500,1.0350000e-04,-1.0350000e-04,0.77,1.700e-01,-1.000e-01,0.8480,0.1850,-0.1080
2321,K02841.01,CONFIRMED,159.388788000,3.4880000e-03,-3.4880000e-03,2.73,1.400e-01,-2.400e-01,0.8740,0.0440,-0.0760
2322,K02842.01,CONFIRMED,1.565412613,1.6010000e-06,-1.6010000e-06,1.73,2.200e-01,-1.900e-01,0.3280,0.0400,-0.0360
2323,K02842.02,CONFIRMED,5.148923460,1.2470000e-05,-1.2470000e-05,1.72,2.100e-01,-1.800e-01,0.3280,0.0400,-0.0360
2324,K02917.01,FALSE POSITIVE,0.730943372,4.1830000e-06,-4.1830000e-06,1.37,4.400e-01,-2.000e-01,1.0670,0.3500,-0.1500
2325,K02918.01,FALSE POSITIVE,0.515552803,3.9600000e-07,-3.9600000e-07,13.96,1.510e+00,-1.510e+00,0.7300,0.0790,-0.0790
2326,K02919.01,CONFIRMED,2.522590567,6.8210000e-06,-6.8210000e-06,25.82,6.660e+00,-2.230e+00,0.8600,0.2220,-0.0740
2327,K02920.01,CONFIRMED,6.739682890,6.3970000e-05,-6.3970000e-05,1.48,2.300e-01,-2.600e-01,1.1760,0.1830,-0.2030
2328,K00276.01,CONFIRMED,41.745988550,4.5720000e-05,-4.5720000e-05,2.40,1.200e-01,-1.300e-01,1.1710,0.0600,-0.0600
2329,K02702.01,FALSE POSITIVE,75.378004000,7.3860000e-04,-7.3860000e-04,3.82,5.900e-01,-4.400e-01,1.0770,0.1660,-0.1250
2330,K02703.01,CONFIRMED,213.258526000,1.2140000e-03,-1.2140000e-03,2.72,2.400e-01,-2.200e-01,0.6370,0.0560,-0.0510
2331,K00260.02,CONFIRMED,100.283067500,2.6200000e-04,-2.6200000e-04,2.51,1.400e-01,-1.000e-01,1.2970,0.0740,-0.0540
